Date,Source,Site ID,POC,Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude,Pollutant
01/01/2025,AQS,60070008,1,12.3,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/02/2025,AQS,60070008,1,15.9,ppb,14,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/03/2025,AQS,60070008,1,6.8,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/04/2025,AQS,60070008,1,17.4,ppb,16,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/05/2025,AQS,60070008,1,15.7,ppb,14,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/06/2025,AQS,60070008,1,10.1,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/07/2025,AQS,60070008,1,21.1,ppb,20,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/08/2025,AQS,60070008,1,19.6,ppb,18,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/09/2025,AQS,60070008,1,25.8,ppb,24,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/10/2025,AQS,60070008,1,23.1,ppb,22,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/11/2025,AQS,60070008,1,3.9,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/12/2025,AQS,60070008,1,23.3,ppb,22,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/13/2025,AQS,60070008,1,22.1,ppb,21,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/14/2025,AQS,60070008,1,22.8,ppb,21,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/15/2025,AQS,60070008,1,28.7,ppb,26,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/16/2025,AQS,60070008,1,23.5,ppb,22,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/17/2025,AQS,60070008,1,25.6,ppb,24,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/18/2025,AQS,60070008,1,23.4,ppb,22,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/19/2025,AQS,60070008,1,24.8,ppb,23,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/20/2025,AQS,60070008,1,20.7,ppb,19,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/21/2025,AQS,60070008,1,30.0,ppb,28,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/22/2025,AQS,60070008,1,20.3,ppb,19,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/23/2025,AQS,60070008,1,28.2,ppb,26,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/24/2025,AQS,60070008,1,30.3,ppb,28,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/25/2025,AQS,60070008,1,11.4,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/26/2025,AQS,60070008,1,25.0,ppb,24,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/27/2025,AQS,60070008,1,28.2,ppb,26,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/28/2025,AQS,60070008,1,25.0,ppb,24,Chico-East Avenue,18,75.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
01/31/2025,AQS,60070008,1,7.1,ppb,7,Chico-East Avenue,21,88.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/01/2025,AQS,60070008,1,4.3,ppb,4,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/02/2025,AQS,60070008,1,1.8,ppb,1,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/03/2025,AQS,60070008,1,3.5,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/04/2025,AQS,60070008,1,6.9,ppb,6,Chico-East Avenue,20,83.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/05/2025,AQS,60070008,1,23.8,ppb,22,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/06/2025,AQS,60070008,1,17.0,ppb,16,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/07/2025,AQS,60070008,1,11.9,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/08/2025,AQS,60070008,1,2.3,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/09/2025,AQS,60070008,1,10.5,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/10/2025,AQS,60070008,1,25.4,ppb,24,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/11/2025,AQS,60070008,1,20.7,ppb,19,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/12/2025,AQS,60070008,1,16.4,ppb,15,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/13/2025,AQS,60070008,1,11.8,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/14/2025,AQS,60070008,1,20.2,ppb,19,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/15/2025,AQS,60070008,1,15.1,ppb,14,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/16/2025,AQS,60070008,1,9.5,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/17/2025,AQS,60070008,1,16.4,ppb,15,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/18/2025,AQS,60070008,1,13.7,ppb,12,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/19/2025,AQS,60070008,1,12.9,ppb,11,Chico-East Avenue,20,83.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/20/2025,AQS,60070008,1,9.0,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/22/2025,AQS,60070008,1,10.8,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/23/2025,AQS,60070008,1,15.5,ppb,14,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/24/2025,AQS,60070008,1,16.5,ppb,15,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/25/2025,AQS,60070008,1,11.5,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/26/2025,AQS,60070008,1,21.2,ppb,20,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/27/2025,AQS,60070008,1,18.3,ppb,17,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
02/28/2025,AQS,60070008,1,21.5,ppb,20,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/01/2025,AQS,60070008,1,11.3,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/02/2025,AQS,60070008,1,14.2,ppb,13,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/03/2025,AQS,60070008,1,13.5,ppb,12,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/05/2025,AQS,60070008,1,8.2,ppb,8,Chico-East Avenue,20,83.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/06/2025,AQS,60070008,1,12.1,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/07/2025,AQS,60070008,1,14.8,ppb,13,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/08/2025,AQS,60070008,1,13.5,ppb,12,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/09/2025,AQS,60070008,1,10.6,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/10/2025,AQS,60070008,1,17.8,ppb,16,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/11/2025,AQS,60070008,1,18.7,ppb,17,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/12/2025,AQS,60070008,1,3.7,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/13/2025,AQS,60070008,1,4.1,ppb,4,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/14/2025,AQS,60070008,1,2.5,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/15/2025,AQS,60070008,1,2.9,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/16/2025,AQS,60070008,1,2.4,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/17/2025,AQS,60070008,1,12.1,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/18/2025,AQS,60070008,1,20.3,ppb,19,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/19/2025,AQS,60070008,1,15.8,ppb,14,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/20/2025,AQS,60070008,1,16.0,ppb,15,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/21/2025,AQS,60070008,1,12.0,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/22/2025,AQS,60070008,1,12.8,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/23/2025,AQS,60070008,1,6.4,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/24/2025,AQS,60070008,1,11.2,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/25/2025,AQS,60070008,1,9.8,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/26/2025,AQS,60070008,1,18.3,ppb,17,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/27/2025,AQS,60070008,1,5.2,ppb,5,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/28/2025,AQS,60070008,1,3.0,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/29/2025,AQS,60070008,1,11.2,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/30/2025,AQS,60070008,1,2.3,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
03/31/2025,AQS,60070008,1,4.2,ppb,4,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/01/2025,AQS,60070008,1,5.5,ppb,5,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/02/2025,AQS,60070008,1,14.4,ppb,13,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/03/2025,AQS,60070008,1,13.9,ppb,12,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/04/2025,AQS,60070008,1,9.8,ppb,8,Chico-East Avenue,21,88.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/05/2025,AQS,60070008,1,9.0,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/06/2025,AQS,60070008,1,8.4,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/07/2025,AQS,60070008,1,11.9,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/08/2025,AQS,60070008,1,13.5,ppb,12,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/09/2025,AQS,60070008,1,9.8,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/10/2025,AQS,60070008,1,8.2,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/11/2025,AQS,60070008,1,8.3,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/12/2025,AQS,60070008,1,7.7,ppb,7,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/13/2025,AQS,60070008,1,5.8,ppb,5,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/14/2025,AQS,60070008,1,11.0,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/15/2025,AQS,60070008,1,10.0,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/16/2025,AQS,60070008,1,4.4,ppb,4,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/17/2025,AQS,60070008,1,3.6,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/18/2025,AQS,60070008,1,11.3,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/19/2025,AQS,60070008,1,6.8,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/20/2025,AQS,60070008,1,6.1,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/21/2025,AQS,60070008,1,10.6,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/22/2025,AQS,60070008,1,11.3,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/23/2025,AQS,60070008,1,4.9,ppb,4,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/24/2025,AQS,60070008,1,5.4,ppb,5,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/25/2025,AQS,60070008,1,5.3,ppb,5,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/29/2025,AQS,60070008,1,12.9,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
04/30/2025,AQS,60070008,1,8.7,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/01/2025,AQS,60070008,1,12.1,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/02/2025,AQS,60070008,1,4.1,ppb,4,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/03/2025,AQS,60070008,1,3.5,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/04/2025,AQS,60070008,1,1.4,ppb,1,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/05/2025,AQS,60070008,1,3.1,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/06/2025,AQS,60070008,1,11.3,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/07/2025,AQS,60070008,1,5.0,ppb,5,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/08/2025,AQS,60070008,1,6.5,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/09/2025,AQS,60070008,1,12.9,ppb,11,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/10/2025,AQS,60070008,1,7.0,ppb,7,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/11/2025,AQS,60070008,1,2.2,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/12/2025,AQS,60070008,1,3.0,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/13/2025,AQS,60070008,1,6.2,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/14/2025,AQS,60070008,1,10.2,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/15/2025,AQS,60070008,1,10.1,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/16/2025,AQS,60070008,1,9.6,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/17/2025,AQS,60070008,1,2.8,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/18/2025,AQS,60070008,1,3.6,ppb,3,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/19/2025,AQS,60070008,1,1.9,ppb,1,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/20/2025,AQS,60070008,1,11.1,ppb,10,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/21/2025,AQS,60070008,1,10.7,ppb,9,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/22/2025,AQS,60070008,1,4.7,ppb,4,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/23/2025,AQS,60070008,1,7.3,ppb,7,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/24/2025,AQS,60070008,1,6.5,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/25/2025,AQS,60070008,1,2.5,ppb,2,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/26/2025,AQS,60070008,1,6.1,ppb,6,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
05/27/2025,AQS,60070008,1,8.1,ppb,8,Chico-East Avenue,23,96.0,42602,Nitrogen dioxide (NO2),74,17020,"Chico, CA",6,California,7,Butte,39.76168,-121.84047,NO2
