Date,Source,Site ID,POC,Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude,Pollutant
02/04/2025,AQS,60376012,1,17.5,ppb,16,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/05/2025,AQS,60376012,1,11.2,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/06/2025,AQS,60376012,1,12.6,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/07/2025,AQS,60376012,1,10.3,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/08/2025,AQS,60376012,1,10.0,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/09/2025,AQS,60376012,1,19.6,ppb,18,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/10/2025,AQS,60376012,1,16.6,ppb,15,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/11/2025,AQS,60376012,1,20.8,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/12/2025,AQS,60376012,1,15.9,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/13/2025,AQS,60376012,1,8.3,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/14/2025,AQS,60376012,1,14.5,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/15/2025,AQS,60376012,1,16.3,ppb,15,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/16/2025,AQS,60376012,1,17.4,ppb,16,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/17/2025,AQS,60376012,1,20.8,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/18/2025,AQS,60376012,1,18.2,ppb,17,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/19/2025,AQS,60376012,1,22.7,ppb,21,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/20/2025,AQS,60376012,1,19.9,ppb,18,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/21/2025,AQS,60376012,1,20.0,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/22/2025,AQS,60376012,1,17.5,ppb,16,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/23/2025,AQS,60376012,1,16.8,ppb,15,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/24/2025,AQS,60376012,1,25.5,ppb,24,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/25/2025,AQS,60376012,1,19.2,ppb,18,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/26/2025,AQS,60376012,1,26.4,ppb,25,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/27/2025,AQS,60376012,1,20.1,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
02/28/2025,AQS,60376012,1,25.9,ppb,24,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/01/2025,AQS,60376012,1,11.4,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/02/2025,AQS,60376012,1,6.7,ppb,6,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/03/2025,AQS,60376012,1,14.6,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/04/2025,AQS,60376012,1,21.2,ppb,20,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/05/2025,AQS,60376012,1,18.5,ppb,17,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/06/2025,AQS,60376012,1,13.0,ppb,12,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/07/2025,AQS,60376012,1,15.2,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/08/2025,AQS,60376012,1,14.6,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/09/2025,AQS,60376012,1,14.3,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/10/2025,AQS,60376012,1,20.7,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/11/2025,AQS,60376012,1,21.2,ppb,20,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/12/2025,AQS,60376012,1,15.9,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/15/2025,AQS,60376012,1,15.7,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/16/2025,AQS,60376012,1,13.3,ppb,12,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/17/2025,AQS,60376012,1,16.2,ppb,15,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/18/2025,AQS,60376012,1,20.4,ppb,19,Santa Clarita,18,75.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/19/2025,AQS,60376012,1,20.4,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/20/2025,AQS,60376012,1,19.2,ppb,18,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/21/2025,AQS,60376012,1,22.3,ppb,21,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/22/2025,AQS,60376012,1,14.0,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/23/2025,AQS,60376012,1,11.6,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/24/2025,AQS,60376012,1,17.0,ppb,16,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/25/2025,AQS,60376012,1,23.0,ppb,22,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/26/2025,AQS,60376012,1,11.8,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/27/2025,AQS,60376012,1,7.5,ppb,7,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/28/2025,AQS,60376012,1,14.4,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/29/2025,AQS,60376012,1,12.7,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/30/2025,AQS,60376012,1,6.2,ppb,6,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
03/31/2025,AQS,60376012,1,7.4,ppb,7,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/01/2025,AQS,60376012,1,10.1,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/02/2025,AQS,60376012,1,15.3,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/03/2025,AQS,60376012,1,20.1,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/04/2025,AQS,60376012,1,10.9,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/05/2025,AQS,60376012,1,15.0,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/06/2025,AQS,60376012,1,11.6,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/07/2025,AQS,60376012,1,21.4,ppb,20,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/08/2025,AQS,60376012,1,19.3,ppb,18,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/09/2025,AQS,60376012,1,18.8,ppb,17,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/10/2025,AQS,60376012,1,20.3,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/11/2025,AQS,60376012,1,24.2,ppb,23,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/12/2025,AQS,60376012,1,14.2,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/13/2025,AQS,60376012,1,12.6,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/14/2025,AQS,60376012,1,16.7,ppb,15,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/15/2025,AQS,60376012,1,15.0,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/16/2025,AQS,60376012,1,14.6,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/17/2025,AQS,60376012,1,8.4,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/18/2025,AQS,60376012,1,7.4,ppb,7,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/19/2025,AQS,60376012,1,10.9,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/20/2025,AQS,60376012,1,13.8,ppb,12,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/21/2025,AQS,60376012,1,20.3,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/22/2025,AQS,60376012,1,14.8,ppb,13,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/23/2025,AQS,60376012,1,10.7,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/24/2025,AQS,60376012,1,8.5,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/25/2025,AQS,60376012,1,9.3,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/26/2025,AQS,60376012,1,6.6,ppb,6,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/27/2025,AQS,60376012,1,10.1,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/28/2025,AQS,60376012,1,13.5,ppb,12,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/29/2025,AQS,60376012,1,15.0,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
04/30/2025,AQS,60376012,1,11.9,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/01/2025,AQS,60376012,1,10.5,ppb,9,Santa Clarita,23,96.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/02/2025,AQS,60376012,1,12.1,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/03/2025,AQS,60376012,1,10.5,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/04/2025,AQS,60376012,1,9.4,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/05/2025,AQS,60376012,1,11.0,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/06/2025,AQS,60376012,1,9.6,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/07/2025,AQS,60376012,1,11.1,ppb,10,Santa Clarita,20,83.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/08/2025,AQS,60376012,1,12.3,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/09/2025,AQS,60376012,1,20.2,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/10/2025,AQS,60376012,1,19.0,ppb,18,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/11/2025,AQS,60376012,1,16.3,ppb,15,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/12/2025,AQS,60376012,1,15.0,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/13/2025,AQS,60376012,1,11.9,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/14/2025,AQS,60376012,1,12.6,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/15/2025,AQS,60376012,1,17.1,ppb,16,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/16/2025,AQS,60376012,1,12.0,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/17/2025,AQS,60376012,1,7.6,ppb,7,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/18/2025,AQS,60376012,1,8.6,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/19/2025,AQS,60376012,1,22.6,ppb,21,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/20/2025,AQS,60376012,1,20.8,ppb,19,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/21/2025,AQS,60376012,1,23.1,ppb,22,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/22/2025,AQS,60376012,1,21.7,ppb,20,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/23/2025,AQS,60376012,1,16.0,ppb,15,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/24/2025,AQS,60376012,1,7.1,ppb,7,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/25/2025,AQS,60376012,1,11.2,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/26/2025,AQS,60376012,1,11.1,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/27/2025,AQS,60376012,1,13.2,ppb,12,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/28/2025,AQS,60376012,1,11.5,ppb,10,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/29/2025,AQS,60376012,1,12.9,ppb,11,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/30/2025,AQS,60376012,1,19.8,ppb,18,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
05/31/2025,AQS,60376012,1,15.7,ppb,14,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
06/01/2025,AQS,60376012,1,9.9,ppb,8,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
06/02/2025,AQS,60376012,1,13.3,ppb,12,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
06/03/2025,AQS,60376012,1,17.8,ppb,16,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
06/04/2025,AQS,60376012,1,10.5,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
06/05/2025,AQS,60376012,1,10.6,ppb,9,Santa Clarita,24,100.0,42602,Nitrogen dioxide (NO2),99,31080,"Los Angeles-Long Beach-Anaheim, CA",6,California,37,Los Angeles,34.38344,-118.5284,NO2
